Date,Price,Open,High,Low,Vol,Change,200EMA
2022.02.23,1.1309,1.1327,1.1359,1.13,64390,-0.14,1.154627937
2022.02.22,1.1325,1.1312,1.1367,1.1287,85660,0.13,1.154866408
2022.02.21,1.131,1.1315,1.1391,1.1306,51070,-0.1,1.155091196
2022.02.18,1.1321,1.1362,1.1378,1.1314,64200,-0.34,1.155333319
2022.02.17,1.136,1.1374,1.1386,1.1322,80170,-0.11,1.15556682
2022.02.16,1.1373,1.136,1.1396,1.1344,70760,0.15,1.155763471
2022.02.15,1.1356,1.1307,1.1369,1.1301,74420,0.45,1.155949034
2022.02.14,1.1305,1.1344,1.137,1.1279,81230,-0.39,1.156153547
2022.02.11,1.1349,1.1428,1.1431,1.1329,82400,-0.68,1.156411371
2022.02.10,1.1427,1.1429,1.1496,1.1374,84630,0.04,1.156627566
2022.02.09,1.1422,1.1416,1.1449,1.1402,67490,0.07,1.156767541
2022.02.08,1.1414,1.1443,1.145,1.1395,100060,-0.24,1.156913949
2022.02.07,1.1442,1.1468,1.1469,1.1415,75920,-0.03,1.157069868
2022.02.04,1.1446,1.1439,1.1485,1.1411,85840,0.07,1.157199213
2022.02.03,1.1438,1.1306,1.1452,1.1267,68020,1.19,1.157325839
2022.02.02,1.1303,1.127,1.1331,1.1266,48060,0.3,1.157461777
2022.02.01,1.1269,1.1234,1.1279,1.1221,53470,0.32,1.157734759
2022.01.31,1.1233,1.1147,1.1249,1.1138,55960,0.81,1.158044656
2022.01.28,1.1143,1.1146,1.1174,1.1121,62020,0,1.158393849
2022.01.27,1.1143,1.124,1.1244,1.1132,68310,-0.84,1.158837003
2022.01.26,1.1237,1.1301,1.1312,1.1235,62700,-0.55,1.159284611
2022.01.25,1.1299,1.1324,1.133,1.1263,72710,-0.21,1.159642245
2022.01.24,1.1323,1.1343,1.1346,1.129,93650,-0.15,1.159941163
2022.01.21,1.134,1.1312,1.136,1.13,70090,0.27,1.160218963
2022.01.20,1.131,1.1342,1.137,1.1302,74100,-0.27,1.16048247
2022.01.19,1.1341,1.1321,1.1358,1.1318,87940,0.14,1.160778777
2022.01.18,1.1325,1.1408,1.1422,1.1314,102170,-0.72,1.161046905
2022.01.17,1.1407,1.1414,1.1436,1.1392,60660,-0.06,1.161333809
2022.01.14,1.1414,1.1454,1.1484,1.1398,63770,-0.34,1.161541183
2022.01.13,1.1453,1.1443,1.1482,1.1435,59440,0.1,1.161743607
2022.01.12,1.1442,1.1366,1.1453,1.1354,60520,0.69,1.16190887
2022.01.11,1.1364,1.1325,1.1375,1.1313,58480,0.35,1.162086848
2022.01.10,1.1324,1.1353,1.1362,1.1285,55310,-0.31,1.162345008
2022.01.07,1.1359,1.1293,1.1365,1.1289,44100,0.6,1.162645963
2022.01.06,1.1291,1.1314,1.1332,1.1285,66510,-0.19,1.162914766
2022.01.05,1.1313,1.1287,1.1347,1.1277,45060,0.25,1.163254613
2022.01.04,1.1285,1.1298,1.1323,1.1272,47580,-0.08,1.163575765
2022.01.03,1.1294,1.1365,1.1381,1.1279,33870,-0.65,1.163928285
2021.12.31,1.1368,1.1324,1.1387,1.1302,25720,0.4,1.164275303
2021.12.30,1.1323,1.1349,1.136,1.1298,37870,-0.22,1.164551437
2021.12.29,1.1348,1.131,1.137,1.1273,42450,0.34,1.164875572
2021.12.28,1.1309,1.1329,1.1335,1.1289,43380,-0.14,1.165177839
2021.12.27,1.1325,1.1318,1.1335,1.1302,38120,0.07,1.16552234
2021.12.24,1.1317,1.133,1.1344,1.1303,47100,-0.1,1.165854223
2021.12.23,1.1328,1.1325,1.1343,1.1289,58120,0.04,1.166197481
2021.12.22,1.1324,1.1279,1.1343,1.1264,62740,0.36,1.166533134
2021.12.21,1.1283,1.1277,1.1303,1.126,74530,0.07,1.166876181
2021.12.20,1.1275,1.1242,1.1305,1.1234,80100,0.32,1.167263881
2021.12.17,1.1239,1.133,1.135,1.1235,64500,-0.79,1.167663518
2021.12.16,1.1328,1.1286,1.1361,1.128,67610,0.38,1.168103353
2021.12.15,1.1285,1.1259,1.13,1.1221,101400,0.25,1.16845816
2021.12.14,1.1257,1.1285,1.1327,1.1253,153700,-0.23,1.16885975
2021.12.13,1.1283,1.1316,1.1321,1.1259,75510,-0.25,1.169293516
2021.12.10,1.1311,1.1293,1.1325,1.1264,89000,0.17,1.169705511
2021.12.09,1.1292,1.1342,1.1348,1.1278,81410,-0.44,1.170093506
2021.12.08,1.1342,1.1267,1.1356,1.1264,141960,0.7,1.170504496
2021.12.07,1.1263,1.1287,1.1301,1.1228,155960,-0.19,1.170869365
2021.12.06,1.1285,1.1321,1.1321,1.1266,93430,-0.25,1.171317299
2021.12.03,1.1313,1.1301,1.1334,1.1265,79000,0.12,1.171747623
2021.12.02,1.1299,1.132,1.1349,1.1294,85490,-0.18,1.172154132
2021.12.01,1.1319,1.1339,1.136,1.1302,117460,-0.15,1.172578797
2021.11.30,1.1336,1.1291,1.1384,1.1236,128370,0.4,1.172987629
2021.11.29,1.1291,1.1309,1.1316,1.1258,85220,-0.23,1.173383485
2021.11.26,1.1317,1.1209,1.1331,1.1205,118350,0.99,1.173828545
2021.11.25,1.1206,1.1198,1.1231,1.1198,77420,0.08,1.174251947
2021.11.24,1.1197,1.1248,1.1256,1.1185,81950,-0.44,1.174791163
2021.11.23,1.1246,1.1237,1.1276,1.1226,94410,0.11,1.175344843
2021.11.22,1.1234,1.1292,1.1293,1.123,130389,-0.48,1.175854841
2021.11.19,1.1288,1.1371,1.1374,1.125,64959,-0.71,1.176382025
2021.11.18,1.1369,1.1319,1.1375,1.1314,102380,0.44,1.176860237
2021.11.17,1.1319,1.1321,1.1333,1.1264,84790,0,1.177261847
2021.11.16,1.1319,1.1368,1.1386,1.1309,75970,-0.42,1.177717745
2021.11.15,1.1367,1.1452,1.1465,1.1356,68250,-0.72,1.178178225
2021.11.12,1.145,1.1454,1.1463,1.1432,67650,0,1.178595092
2021.11.11,1.145,1.1482,1.1488,1.1443,52720,-0.24,1.178932731
2021.11.10,1.1478,1.1593,1.1596,1.1475,77730,-0.97,1.179273763
2021.11.09,1.1591,1.1588,1.1609,1.1569,59020,0.04,1.179590082
2021.11.08,1.1586,1.1555,1.1595,1.155,68430,0.17,1.179796013
2021.11.05,1.1566,1.1553,1.1574,1.1513,73650,0.12,1.180009038
2021.11.04,1.1552,1.1611,1.1617,1.1528,81970,-0.5,1.180244305
2021.11.03,1.161,1.1579,1.1617,1.1561,84990,0.29,1.180496006
2021.11.02,1.1577,1.1605,1.1615,1.1574,76220,-0.25,1.180691946
2021.11.01,1.1606,1.1559,1.161,1.1545,88670,0.39,1.180923021
2021.10.29,1.1561,1.168,1.169,1.1535,66750,-1.01,1.181127272
2021.10.28,1.1679,1.1605,1.1693,1.1581,76730,0.65,1.181378803
2021.10.27,1.1604,1.1597,1.1626,1.1585,58770,0.08,1.181514268
2021.10.26,1.1595,1.1607,1.1626,1.1585,52400,-0.09,1.181726472
2021.10.25,1.1606,1.1644,1.1666,1.159,64090,-0.35,1.181949854
2021.10.22,1.1647,1.1623,1.1656,1.1621,59500,0.22,1.182164425
2021.10.21,1.1621,1.165,1.1668,1.1619,62610,-0.24,1.182339947
2021.10.20,1.1649,1.1634,1.1659,1.1616,58830,0.15,1.182543363
2021.10.19,1.1632,1.1611,1.167,1.1608,54630,0.2,1.182720684
2021.10.18,1.1609,1.1597,1.1624,1.1571,80360,0.08,1.182916871
2021.10.15,1.16,1.1599,1.1621,1.1588,77650,0.05,1.183138146
2021.10.14,1.1594,1.1593,1.1625,1.1583,47440,0.02,1.183370691
2021.10.13,1.1592,1.1528,1.1598,1.1527,81900,0.56,1.183611602
2021.10.12,1.1527,1.1555,1.1571,1.1524,49290,-0.21,1.183856945
2021.10.11,1.1551,1.1571,1.1588,1.1549,61780,-0.14,1.18417008
2021.10.08,1.1567,1.1551,1.1586,1.154,55790,0.15,1.184462242
2021.10.07,1.155,1.1556,1.1573,1.1547,58880,-0.05,1.184741259
2021.10.06,1.1556,1.1603,1.1605,1.1529,68600,-0.34,1.185040166
2021.10.05,1.1596,1.1623,1.1623,1.158,67910,-0.22,1.185336047
2021.10.04,1.1621,1.1593,1.1641,1.1587,52390,0.23,1.185594701
2021.10.01,1.1594,1.1582,1.1608,1.1563,51540,0.11,1.185830829
2021.09.30,1.1581,1.1596,1.1611,1.1562,73400,-0.12,1.186096465
2021.09.29,1.1595,1.1683,1.1691,1.1589,66600,-0.74,1.186377837
2021.09.28,1.1681,1.1696,1.1704,1.1667,74310,-0.11,1.186647966
2021.09.27,1.1694,1.1724,1.1728,1.1684,60190,-0.17,1.186834377
2021.09.24,1.1714,1.1738,1.1748,1.17,75210,-0.19,1.187009597
2021.09.23,1.1736,1.1686,1.1751,1.1683,70890,0.43,1.187166478
2021.09.22,1.1686,1.1726,1.1757,1.1683,74060,-0.32,1.187302824
2021.09.21,1.1723,1.1726,1.1751,1.1715,67830,-0.02,1.187490792
2021.09.20,1.1725,1.1732,1.1737,1.17,68960,0,1.187643463
2021.09.17,1.1725,1.1762,1.1789,1.1724,66230,-0.33,1.187795659
2021.09.16,1.1764,1.1816,1.1822,1.1751,91380,-0.43,1.187949384
2021.09.15,1.1815,1.1806,1.1833,1.1798,66940,0.11,1.188065459
2021.09.14,1.1802,1.1812,1.1846,1.1799,69130,-0.05,1.188131443
2021.09.13,1.1808,1.1813,1.1818,1.1769,51850,-0.05,1.188211156
2021.09.10,1.1814,1.1826,1.1852,1.1809,66660,-0.09,1.18828564
2021.09.09,1.1825,1.1817,1.1842,1.1804,60730,0.1,1.188354842
2021.09.08,1.1813,1.184,1.1852,1.1802,79420,-0.22,1.188413685
2021.09.07,1.1839,1.187,1.1885,1.1837,72580,-0.24,1.188485179
2021.09.06,1.1868,1.1879,1.1888,1.1855,49820,-0.12,1.188531262
2021.09.03,1.1882,1.1875,1.191,1.1866,84790,0.08,1.188548661
2021.09.02,1.1873,1.1839,1.1877,1.1834,62570,0.3,1.188552165
2021.09.01,1.1837,1.181,1.1858,1.1793,75940,0.25,1.18856475
2021.08.31,1.1807,1.1797,1.1848,1.1795,72910,0.1,1.188613642
2021.08.30,1.1795,1.1793,1.181,1.1782,52840,0.02,1.188693176
2021.08.27,1.1793,1.1752,1.1803,1.1734,96310,0.37,1.18878557
2021.08.26,1.175,1.1772,1.1781,1.1746,76180,-0.17,1.188880902
2021.08.25,1.177,1.1754,1.1775,1.1725,77100,0.14,1.189020409
2021.08.24,1.1753,1.1746,1.1766,1.1726,47890,0.09,1.189141217
2021.08.23,1.1743,1.1694,1.1751,1.1691,55860,0.4,1.189280324
2021.08.20,1.1696,1.1675,1.1705,1.1664,60240,0.19,1.18943088
2021.08.19,1.1674,1.1711,1.1717,1.1666,77270,-0.31,1.189630186
2021.08.18,1.171,1.171,1.1743,1.1694,71010,0.02,1.189853605
2021.08.17,1.1708,1.1776,1.1786,1.1708,66420,-0.59,1.190043088
2021.08.16,1.1777,1.1794,1.1802,1.1767,67850,-0.12,1.190236486
2021.08.13,1.1791,1.173,1.1805,1.1727,61350,0.55,1.190362481
2021.08.12,1.1727,1.1738,1.1749,1.1724,71780,-0.09,1.190475672
2021.08.11,1.1737,1.172,1.1753,1.1705,64430,0.16,1.190654322
2021.08.10,1.1718,1.1738,1.1744,1.171,110030,-0.16,1.190824717
2021.08.09,1.1737,1.1762,1.1769,1.1734,75770,-0.2,1.19101592
2021.08.06,1.176,1.1834,1.1837,1.1753,64099,-0.61,1.191189949
2021.08.05,1.1832,1.1837,1.1858,1.1827,77630,-0.03,1.191342612
2021.08.04,1.1835,1.1864,1.1901,1.1832,71340,-0.21,1.191424447
2021.08.03,1.186,1.1868,1.1894,1.1853,57120,-0.06,1.19150409
2021.08.02,1.1867,1.1864,1.1897,1.1858,46140,-0.03,1.191559408
2021.07.30,1.187,1.1888,1.191,1.1851,60740,-0.13,1.191608246
2021.07.29,1.1886,1.1845,1.1894,1.184,80600,0.37,1.19165456
2021.07.28,1.1842,1.1817,1.1851,1.1773,93670,0.24,1.191685259
2021.07.27,1.1814,1.1804,1.1841,1.1769,64660,0.13,1.191760488
2021.07.26,1.1799,1.1778,1.1818,1.1763,49610,0.24,1.191864613
2021.07.23,1.1771,1.1769,1.1788,1.1753,72940,0.01,1.191984861
2021.07.22,1.177,1.1793,1.1831,1.1757,61500,-0.19,1.192134457
2021.07.21,1.1792,1.1782,1.1805,1.1752,63860,0.11,1.192286562
2021.07.20,1.1779,1.1801,1.1805,1.1755,97720,-0.16,1.192418086
2021.07.19,1.1798,1.1808,1.1825,1.1763,77070,-0.06,1.192563996
2021.07.16,1.1805,1.1814,1.1823,1.1791,71220,-0.06,1.192692277
2021.07.15,1.1812,1.1837,1.1852,1.1796,75960,-0.19,1.192814813
2021.07.14,1.1835,1.1776,1.1839,1.1772,53480,0.52,1.192931545
2021.07.13,1.1774,1.1862,1.1876,1.1772,57960,-0.72,1.193026334
2021.07.12,1.1859,1.1872,1.1881,1.1836,73850,-0.12,1.193183383
2021.07.09,1.1873,1.1844,1.1882,1.1825,51080,0.26,1.193256582
2021.07.08,1.1842,1.1792,1.1868,1.1783,58990,0.45,1.193316448
2021.07.07,1.1789,1.1823,1.1839,1.1782,57910,-0.28,1.19340807
2021.07.06,1.1822,1.1863,1.1896,1.1806,90380,-0.33,1.19355388
2021.07.05,1.1861,1.1862,1.1882,1.1851,51440,-0.03,1.193667989
2021.07.02,1.1864,1.1849,1.1875,1.1806,62360,0.14,1.193744049
2021.07.01,1.1848,1.1859,1.1885,1.1837,53040,-0.06,1.193817859
2021.06.30,1.1855,1.1897,1.191,1.1845,60660,-0.34,1.193908491
2021.06.29,1.1895,1.1926,1.1932,1.1877,57470,-0.24,1.193992998
2021.06.28,1.1924,1.1935,1.1946,1.1902,51120,-0.08,1.194038154
2021.06.25,1.1933,1.1932,1.1976,1.1925,61850,0.03,1.194054618
2021.06.24,1.193,1.1927,1.1957,1.1918,77340,0.04,1.194062202
2021.06.23,1.1925,1.1939,1.197,1.1911,64069,-0.11,1.194072877
2021.06.22,1.1938,1.1918,1.1954,1.1881,76870,0.19,1.194088685
2021.06.21,1.1915,1.1868,1.1922,1.1847,107090,0.46,1.194091586
2021.06.18,1.186,1.1908,1.1926,1.1846,101780,-0.39,1.194117632
2021.06.17,1.1906,1.1996,1.2007,1.1891,88240,-0.73,1.194199217
2021.06.16,1.1994,1.2127,1.2135,1.1993,79820,-1.07,1.19423539
2021.06.15,1.2124,1.212,1.2149,1.21,61730,0.05,1.194183484
2021.06.14,1.2118,1.211,1.2131,1.2093,49580,0.1,1.194000404
2021.06.11,1.2106,1.217,1.2196,1.2092,79620,-0.52,1.193821513
2021.06.10,1.2169,1.2181,1.2195,1.2142,77810,-0.07,1.193652885
2021.06.09,1.2178,1.2173,1.2219,1.217,58040,0.06,1.193419246
2021.06.08,1.2171,1.219,1.2196,1.2163,58820,-0.15,1.193174213
2021.06.07,1.2189,1.2168,1.2203,1.2145,47630,0.2,1.192933753
2021.06.04,1.2165,1.2129,1.2186,1.2104,63130,0.34,1.192672786
2021.06.03,1.2124,1.221,1.2217,1.2118,59680,-0.7,1.192433316
2021.06.02,1.2209,1.2214,1.2227,1.2163,67040,-0.02,1.192232646
2021.06.01,1.2211,1.2227,1.2255,1.2211,73680,-0.11,1.191944532
2021.05.31,1.2225,1.2192,1.2233,1.2183,75220,0.3,1.191651512
2021.05.28,1.2189,1.2195,1.2205,1.2132,66940,-0.02,1.191341477
2021.05.27,1.2192,1.2192,1.2216,1.2175,88020,0.02,1.191064507
2021.05.26,1.219,1.2251,1.2263,1.2182,81360,-0.49,1.190781738
2021.05.25,1.225,1.2217,1.2267,1.2211,94460,0.29,1.190498138
2021.05.24,1.2215,1.2178,1.223,1.2172,89840,0.3,1.190151385
2021.05.21,1.2179,1.2228,1.2241,1.2161,98550,-0.38,1.189836324
2021.05.20,1.2226,1.2171,1.223,1.2169,101340,0.44,1.189554277
2021.05.19,1.2172,1.2222,1.2246,1.216,97650,-0.39,1.189222159
2021.05.18,1.222,1.2153,1.2234,1.2151,90300,0.57,1.188940975
2021.05.17,1.2151,1.214,1.217,1.2126,84670,0.09,1.188608723
2021.05.14,1.214,1.208,1.215,1.207,76080,0.51,1.188342479
2021.05.13,1.2078,1.2073,1.2108,1.205,98850,0.07,1.188084614
2021.05.12,1.2069,1.2148,1.2153,1.2065,102130,-0.63,1.18788647
2021.05.11,1.2146,1.2129,1.2182,1.2122,118040,0.14,1.187695379
2021.05.10,1.2129,1.2161,1.2178,1.2127,110400,-0.28,1.187424981
2021.05.07,1.2163,1.2066,1.2172,1.2053,89190,0.82,1.187168951
2021.05.06,1.2064,1.2005,1.2072,1.1992,108320,0.49,1.186876176
2021.05.05,1.2005,1.2013,1.2027,1.1985,121920,-0.07,1.186679957
2021.05.04,1.2013,1.2064,1.2066,1.1998,117500,-0.4,1.186541062
2021.05.03,1.2061,1.2031,1.2076,1.2012,68480,0.36,1.186392731
2021.04.30,1.2018,1.2116,1.2127,1.2016,94170,-0.83,1.186194668
2021.04.29,1.2118,1.2126,1.215,1.2102,104130,-0.04,1.18603783
2021.04.28,1.2123,1.2091,1.2135,1.2055,87020,0.27,1.185778914
2021.04.27,1.209,1.2086,1.2093,1.2056,117360,0.06,1.185512371
2021.04.26,1.2083,1.2093,1.2118,1.2061,94150,-0.13,1.185276314
2021.04.23,1.2099,1.2015,1.21,1.2012,94700,0.7,1.18504492
2021.04.22,1.2015,1.2035,1.207,1.1993,114060,-0.15,1.18479512
2021.04.21,1.2033,1.2037,1.2045,1.1998,116320,0,1.184627232
2021.04.20,1.2033,1.2036,1.2081,1.2022,109150,0,1.184439566
2021.04.19,1.2033,1.1984,1.2049,1.1942,82290,0.42,1.184250014
2021.04.16,1.1983,1.1967,1.1996,1.195,107290,0.15,1.184058557
2021.04.15,1.1965,1.198,1.1995,1.1955,127720,-0.11,1.183915427
2021.04.14,1.1978,1.1948,1.1988,1.1947,108550,0.27,1.183788949
2021.04.13,1.1946,1.1911,1.1956,1.1878,104200,0.31,1.183648134
2021.04.12,1.1909,1.1891,1.192,1.187,97850,0.11,1.183538065
2021.04.09,1.1896,1.1913,1.1921,1.1867,83390,-0.13,1.183464076
2021.04.08,1.1912,1.1867,1.1928,1.1861,87060,0.35,1.183402408
2021.04.07,1.187,1.1875,1.1916,1.1861,105520,-0.04,1.183324041
2021.04.06,1.1875,1.1814,1.1878,1.1795,81850,0.54,1.183287096
2021.04.05,1.1811,1.1761,1.182,1.1738,39430,0.42,1.183244755
2021.04.02,1.1762,1.1777,1.1788,1.1748,46840,-0.11,1.183266311
2021.04.01,1.1775,1.1731,1.1781,1.1712,114050,0.4,1.183337329
2021.03.31,1.1728,1.1716,1.176,1.1703,109160,0.12,1.183395996
2021.03.30,1.1714,1.1764,1.1774,1.1711,73520,-0.41,1.183502488
2021.03.29,1.1762,1.1795,1.1797,1.176,84190,-0.29,1.183624121
2021.03.26,1.1796,1.1763,1.1805,1.1763,101870,0.27,1.183698735
2021.03.25,1.1764,1.1813,1.1829,1.1761,109830,-0.41,1.183739929
2021.03.24,1.1812,1.1851,1.1854,1.1809,124610,-0.31,1.183813697
2021.03.23,1.1849,1.1935,1.1941,1.1841,94560,-0.69,1.183839965
2021.03.22,1.1931,1.1899,1.1947,1.1871,99730,0.24,1.183829311
2021.03.19,1.1903,1.1915,1.1939,1.1874,108420,-0.1,1.183736139
2021.03.18,1.1915,1.1979,1.199,1.1906,98750,-0.53,1.18367017
2021.03.17,1.1978,1.1906,1.1986,1.1885,101580,0.66,1.183591479
2021.03.16,1.19,1.1929,1.1953,1.1882,96880,-0.23,1.183448679
2021.03.15,1.1928,1.1952,1.1968,1.1911,96800,-0.2,1.183382837
2021.03.12,1.1952,1.1983,1.199,1.191,107510,-0.27,1.183288192
2021.03.11,1.1984,1.1928,1.199,1.1916,104720,0.49,1.183168475
2021.03.10,1.1925,1.19,1.1931,1.1868,111860,0.23,1.183015395
2021.03.09,1.1898,1.1847,1.1917,1.1835,127750,0.46,1.182920072
2021.03.08,1.1843,1.1922,1.1933,1.1844,119380,-0.62,1.182850927
2021.03.05,1.1917,1.1968,1.1978,1.1894,121580,-0.41,1.182836364
2021.03.04,1.1966,1.2063,1.2068,1.1961,130050,-0.8,1.182747282
2021.03.03,1.2062,1.2091,1.2113,1.2042,125200,-0.22,1.182608058
2021.03.02,1.2089,1.2049,1.2095,1.1991,117170,0.35,1.182370953
2021.03.01,1.2047,1.2079,1.2102,1.2027,138890,-0.22,1.18210433
2021.02.26,1.2074,1.2176,1.2185,1.2062,158340,-0.84,1.181877238
2021.02.25,1.2176,1.2163,1.2243,1.2155,179310,0.1,1.181620728
2021.02.24,1.2164,1.215,1.2176,1.2109,130680,0.12,1.181259127
2021.02.23,1.2149,1.2155,1.2181,1.2135,149820,-0.04,1.180905952
2021.02.22,1.2154,1.2117,1.217,1.2091,111590,0.31,1.180564304
2021.02.19,1.2117,1.2091,1.2145,1.2082,128460,0.24,1.180214196
2021.02.18,1.2088,1.2037,1.2096,1.2035,126810,0.43,1.179897756
2021.02.17,1.2036,1.2107,1.2111,1.2023,134240,-0.56,1.179607281
2021.02.16,1.2104,1.213,1.217,1.2095,123980,-0.19,1.179366148
2021.02.15,1.2127,1.2123,1.2146,1.2116,86110,0.07,1.17905425
2021.02.12,1.2118,1.213,1.2135,1.2081,96590,-0.08,1.178716102
2021.02.11,1.2128,1.2118,1.215,1.2112,103480,0.1,1.1783836
2021.02.10,1.2116,1.2119,1.2145,1.2108,125150,-0.01,1.178037707
2021.02.09,1.2117,1.2048,1.2122,1.2045,134120,0.57,1.177700397
2021.02.08,1.2048,1.2042,1.2067,1.2019,150880,0.05,1.177358693
2021.02.05,1.2042,1.1964,1.205,1.1952,106010,0.67,1.177082901
2021.02.04,1.1962,1.2033,1.2043,1.1957,116510,-0.6,1.176810367
2021.02.03,1.2034,1.2044,1.205,1.2003,140650,-0.07,1.176615497
2021.02.02,1.2042,1.2059,1.2089,1.2011,165340,-0.14,1.176346306
2021.02.01,1.2059,1.214,1.2146,1.2054,150230,-0.63,1.176066369
2021.01.29,1.2136,1.2121,1.2156,1.2093,181150,0.12,1.175766533
2021.01.28,1.2121,1.2109,1.2142,1.2079,194460,0.11,1.175386298
2021.01.27,1.2108,1.216,1.217,1.2057,149640,-0.43,1.175017316
2021.01.26,1.216,1.2138,1.2177,1.2107,110110,0.19,1.174657691
2021.01.25,1.2137,1.2168,1.2184,1.2115,109570,-0.25,1.17424219
2021.01.22,1.2167,1.2164,1.2191,1.2151,108290,0.04,1.173845629
2021.01.21,1.2162,1.2106,1.2175,1.2103,118930,0.48,1.173414932
2021.01.20,1.2104,1.2127,1.2158,1.2076,111470,-0.2,1.172984931
2021.01.19,1.2128,1.2078,1.2146,1.2074,98730,0.43,1.1726089
2021.01.18,1.2076,1.2085,1.2091,1.2054,91540,-0.02,1.17220497
2021.01.15,1.2078,1.2155,1.2163,1.2074,105010,-0.64,1.171849241
2021.01.14,1.2156,1.2157,1.2179,1.2111,100480,-0.01,1.171487927
2021.01.13,1.2157,1.2208,1.2224,1.214,103130,-0.41,1.171044589
2021.01.12,1.2207,1.2152,1.2211,1.2136,117450,0.48,1.170595791
2021.01.11,1.2149,1.2217,1.2227,1.2132,123210,-0.56,1.170092231
2021.01.08,1.2218,1.2273,1.2284,1.2191,99670,-0.42,1.169641902
2021.01.07,1.227,1.2327,1.2346,1.2244,109240,-0.45,1.1691177
2021.01.06,1.2325,1.2296,1.235,1.2265,109230,0.25,1.168535968
2021.01.05,1.2294,1.2247,1.2307,1.2246,107740,0.38,1.167893114
2021.01.04,1.2248,1.2231,1.231,1.2223,100680,0.29,1.167274954
2021.01.01,1.2212,1.2216,1.2217,1.221,0,-0.01,1.166696813
2020.12.31,1.2213,1.2298,1.231,1.2209,89060,-0.67,1.166149042
2020.12.30,1.2295,1.2248,1.2311,1.2246,104540,0.39,1.165594761
2020.12.29,1.2247,1.2217,1.2276,1.2207,98530,0.27,1.164952497
2020.12.28,1.2214,1.2202,1.2251,1.2181,77760,0.08,1.16435202
2020.12.25,1.2204,1.2186,1.2212,1.2165,14420,0.15,1.163778674
2020.12.24,1.2186,1.2188,1.2217,1.2177,134450,0.01,1.163209615
2020.12.23,1.2185,1.2163,1.2221,1.2154,197790,0.2,1.162652928
2020.12.22,1.2161,1.2244,1.2257,1.2151,179410,-0.66,1.162091651
2020.12.21,1.2242,1.2242,1.2254,1.2129,162420,-0.11,1.161548853
2020.12.18,1.2255,1.2268,1.2273,1.2225,103620,-0.09,1.160919193
2020.12.17,1.2266,1.2199,1.2274,1.2191,118830,0.57,1.16027014
2020.12.16,1.2197,1.2152,1.2213,1.2125,141790,0.38,1.159603508
2020.12.15,1.2151,1.2143,1.217,1.2121,121010,0.07,1.158999523
2020.12.14,1.2143,1.2131,1.2177,1.2115,92550,0.26,1.158435699
2020.12.11,1.2111,1.2137,1.2163,1.2105,86530,-0.21,1.157874249
2020.12.10,1.2136,1.2083,1.216,1.2075,94870,0.46,1.157339317
2020.12.09,1.2081,1.2103,1.2148,1.2059,134030,-0.17,1.156773883
2020.12.08,1.2101,1.2109,1.2134,1.2095,150890,-0.06,1.156258043
2020.12.07,1.2108,1.2128,1.2167,1.2078,130830,-0.1,1.155716917
2020.12.04,1.212,1.2142,1.2178,1.211,131090,-0.16,1.155163319
2020.12.03,1.214,1.2115,1.2177,1.21,132120,0.21,1.154592096
2020.12.02,1.2115,1.207,1.2119,1.204,105230,0.37,1.153995031
2020.12.01,1.207,1.1928,1.2077,1.1926,100310,1.19,1.153417092
2020.11.30,1.1928,1.1957,1.2004,1.1924,74000,-0.28,1.15287857
2020.11.27,1.1962,1.1914,1.1965,1.1907,72270,0.41,1.15247735
2020.11.26,1.1913,1.1916,1.1941,1.1884,78640,0,1.152037926
2020.11.25,1.1913,1.1891,1.1931,1.1882,105990,0.21,1.151643333
2020.11.24,1.1888,1.1842,1.1897,1.1837,96600,0.41,1.151244773
2020.11.23,1.184,1.1853,1.1906,1.18,86120,-0.11,1.150867334
2020.11.20,1.1853,1.1875,1.1891,1.1849,103330,-0.17,1.150534342
2020.11.19,1.1873,1.1853,1.1883,1.1816,113760,0.18,1.150184938
2020.11.18,1.1852,1.1863,1.1892,1.1848,129039,-0.08,1.149811923
2020.11.17,1.1861,1.1852,1.1895,1.1842,87180,0.07,1.149456264
2020.11.16,1.1853,1.1829,1.1869,1.1813,84280,0.18,1.149087985
2020.11.13,1.1832,1.1805,1.1838,1.1798,117640,0.24,1.148724045
2020.11.12,1.1804,1.1777,1.1824,1.1758,136870,0.23,1.148377553
2020.11.11,1.1777,1.181,1.1834,1.1745,142790,-0.31,1.148055719
2020.11.10,1.1814,1.1812,1.1844,1.178,164310,0.01,1.147757787
2020.11.09,1.1813,1.1882,1.192,1.1795,151730,-0.5,1.147419674
2020.11.06,1.1872,1.1826,1.1891,1.1795,133310,0.43,1.147079168
2020.11.05,1.1821,1.1725,1.1861,1.171,124200,0.84,1.146675944
2020.11.04,1.1722,1.1715,1.177,1.1603,143650,0.09,1.146319923
2020.11.03,1.1711,1.164,1.174,1.1633,89570,0.61,1.146059822
2020.11.02,1.164,1.1658,1.1658,1.1622,87850,-0.06,1.145808162
2020.10.30,1.1647,1.1674,1.1705,1.1639,116350,-0.23,1.145625329
2020.10.29,1.1674,1.1746,1.176,1.165,148260,-0.6,1.145433624
2020.10.28,1.1744,1.1796,1.1798,1.1717,110980,-0.43,1.145212857
2020.10.27,1.1795,1.181,1.1839,1.1793,87250,-0.11,1.144919519
2020.10.26,1.1808,1.1858,1.1861,1.1803,84540,-0.43,1.144571976
